Utility_Number,Utility_Name,State_FIPS,State_Name,NERC_Region_Code,NERC_Region_Long_Name,NERC_Region_Short_Name
19219,"Diverse Power Incorporated",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
19225,"City of Troy - (AL)",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
19229,"Truckee Donner P U D",6000,California,8,Western Electricity Coordinating Council,WECC
19266,"Tullahoma Board-Public Utils",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
19273,"City of Tupelo - (MS)",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
19277,"TDX North Slope Generating Co",2000,Alaska,1,Alaska,AK
19281,"Turlock Irrigation District",6000,California,8,Western Electricity Coordinating Council,WECC
19293,"Southeastern Electric Coop Inc - (SD)",46000,South Dakota,3,Midwest Reliability Organization,MRO
19307,"City of Tuscumbia",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
19308,"City of Tuskegee",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
19324,"Two Rivers Water & Light",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
19325,"Umatilla Electric Coop Assn",41000,Oregon,8,Western Electricity Coordinating Council,WECC
19327,"TXU Energy Retail Co, LLC",48000,Texas,9,Texas Reliability Entity,TRE
19389,"Upper Missouri G&T El Coop Inc",30000,Montana,3,Midwest Reliability Organization,MRO
19390,"UGI Utilities, Inc",42000,Pennsylvania,5,Reliability First Corporation,RFC
19396,"Tri-County Electric Coop",26000,Michigan,5,Reliability First Corporation,RFC
19397,"City of Ukiah - (CA)",6000,California,8,Western Electricity Coordinating Council,WECC
19430,"City of Union City",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
19431,"City of Union - (SC)",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
19435,"Union Electric Membership Corp - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
19436,"Union Electric Co - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
19437,"Western Iowa Power Coop",19000,Iowa,3,Midwest Reliability Organization,MRO
19445,"Southern Indiana R E C, Inc",18000,Indiana,5,Reliability First Corporation,RFC
19446,"Duke Energy Kentucky, Inc.",39000,Ohio,5,Reliability First Corporation,RFC
19454,"City of Unalaska - (AK)",2000,Alaska,1,Alaska,AK
19490,"United Electric Coop Service Inc - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
19493,"Union County Electric Coop Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
19497,"United Illuminating Co",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
19499,"United Power, Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
19501,"Union Rural Electric Coop, Inc",39000,Ohio,5,Reliability First Corporation,RFC
19502,"United Electric Co-op, Inc - (ID)",16000,Idaho,8,Western Electricity Coordinating Council,WECC
19545,"Black Hills Power, Inc. d/b/a",46000,South Dakota,8,Western Electricity Coordinating Council,WECC
19547,"Hawaiian Electric Co Inc",15000,Hawaii,2,Hawaii,HI
19558,"Homer Electric Assn Inc",2000,Alaska,1,Alaska,AK
19574,"Upper Cumberland E M C",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
19578,"Upper Peninsula Power Company",26000,Michigan,5,Reliability First Corporation,RFC
19579,"Upshur Rural Elec Coop Corp",48000,Texas,7,Southwest Power Pool,SPP
19581,"Upson Elec Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
19603,"USBIA-Mission Valley Power",30000,Montana,8,Western Electricity Coordinating Council,WECC
19604,"USBIA-San Carlos Project",4000,Arizona,8,Western Electricity Coordinating Council,WECC
19667,"Utilities Dist-Western IN REMC",18000,Indiana,5,Reliability First Corporation,RFC
19677,"City of Valentine - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
19687,"City of Valley City",38000,North Dakota,3,Midwest Reliability Organization,MRO
19728,"UNS Electric, Inc",4000,Arizona,8,Western Electricity Coordinating Council,WECC
19780,"Vermont Public Power Supply Authority",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
19784,"Vera Irrigation District #15",53000,Washington,8,Western Electricity Coordinating Council,WECC
19785,"Verdigris Valley Elec Coop Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
19788,"City of Vermillion - (SD)",46000,South Dakota,3,Midwest Reliability Organization,MRO
19790,"Verendrye Electric Coop Inc",38000,North Dakota,3,Midwest Reliability Organization,MRO
19791,"Vermont Electric Cooperative, Inc.",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
19792,"Vermont Electric Power Co, Inc",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
19798,"City of Vernon",6000,California,8,Western Electricity Coordinating Council,WECC
19804,"City of Vero Beach - (FL)",12000,Florida,6,Southeastern Electric Reliability Council,SERC
19806,"Victoria Electric Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
19813,"Vernon Electric Coop",55000,Wisconsin,5,Reliability First Corporation,RFC
19820,"Victory Electric Coop Assn Inc",20000,Kansas,7,Southwest Power Pool,SPP
19840,"Valley Electric Assn, Inc",32000,Nevada,8,Western Electricity Coordinating Council,WECC
19856,"City of Vineland - (NJ)",34000,New Jersey,5,Reliability First Corporation,RFC
19865,"City of Vinton - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
19869,"Vinton Public Power Authority",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
19876,"Virginia Electric & Power Co",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
19882,"Virginia Tech Electric Service",51000,Virginia,5,Reliability First Corporation,RFC
19883,"City of Virginia - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
19885,"Virginia Mun Elec Assn No 1",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
19896,"City of Volga - (SD)",46000,South Dakota,3,Midwest Reliability Organization,MRO
19898,"Volunteer Electric Coop",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
19947,"City of Wadena - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
19950,"Vermont Electric Trans Co Inc",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
19951,"City of Wadsworth - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
19968,"City of Wahoo - (NE)",31000,Nebraska,7,Southwest Power Pool,SPP
19974,"Town of Wake Forest - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
19979,"Town of Wakefield - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
19980,"City of Wakefield - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
19981,"Wake Electric Membership Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
20038,"Town of Wallingford - (CT)",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
20065,"Walton Electric Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
20069,"City of Wamego - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
20077,"City of Wapakoneta - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
20130,"Warren Rural Elec Coop Corp",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
20134,"City of Warroad",27000,Minnesota,3,Midwest Reliability Organization,MRO
20135,"City of Washington - (UT)",49000,Utah,8,Western Electricity Coordinating Council,WECC
20136,"City of Waseca - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
20138,"Wasco Electric Coop, Inc",41000,Oregon,8,Western Electricity Coordinating Council,WECC
20139,"City of Washington - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
20140,"City of Washington - (GA)",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
20142,"City of Washington - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
20146,"Washington Elec Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
20150,"Washington Electric Coop - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
20151,"Washington Electric Coop - (VT)",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
20160,"Energy Northwest",53000,Washington,8,Western Electricity Coordinating Council,WECC
20163,"Wagoner Public Works Authority",40000,Oklahoma,7,Southwest Power Pool,SPP
20169,"Avista Corp",53000,Washington,8,Western Electricity Coordinating Council,WECC
20176,"City of Water Valley - (MS)",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
20182,"Waterloo Light & Water Comm",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
20187,"Watertown Municipal Utilities",46000,South Dakota,3,Midwest Reliability Organization,MRO
20188,"City of Watertown - (NY)",36000,New York,4,Northeast Power Coordinating Council,NPCC
20211,"Village of Waunakee - (WI)",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
20213,"Waupun Utilities",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
20214,"Waverly Municipal Elec Utility",19000,Iowa,3,Midwest Reliability Organization,MRO
20216,"Whitewater Valley Rural EMC",18000,Indiana,5,Reliability First Corporation,RFC
20219,"City of Wayne",31000,Nebraska,3,Midwest Reliability Organization,MRO
20222,"Wayne-White Counties Elec Coop",17000,Illinois,5,Reliability First Corporation,RFC
20228,"Weakley County Mun Elec Sys",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
20230,"Weatherford Mun Utility System",48000,Texas,9,Texas Reliability Entity,TRE
20259,"City of Webster City - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
20310,"Town of Wellesley - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
20315,"City of Wellington - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
20318,"Webster Electric Coop",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
20332,"Wells Rural Electric Co",32000,Nevada,8,Western Electricity Coordinating Council,WECC
20334,"Wellsborough Electric Co",42000,Pennsylvania,5,Reliability First Corporation,RFC
20363,"West Central Electric Coop Inc - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
20368,"West Central Electric Coop Inc - (SD)",46000,South Dakota,3,Midwest Reliability Organization,MRO
20371,"West Florida El Coop Assn, Inc",12000,Florida,6,Southeastern Electric Reliability Council,SERC
20377,"West Kentucky Rural E C C",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
20380,"City of West Liberty - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
20382,"City of West Memphis - (AR)",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
20387,"West Penn Power Co",42000,Pennsylvania,5,Reliability First Corporation,RFC
20392,"City of West Plains - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
20394,"City of West Point - (MS)",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
20397,"City of West Point - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
20401,"West River Electric Assn Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
20404,"AEP Texas North Company",40000,Oklahoma,9,Texas Reliability Entity,TRE
20413,"Mountrail-Williams Elec Coop",38000,North Dakota,3,Midwest Reliability Organization,MRO
20421,"Western Minnesota Mun Pwr Agny",46000,South Dakota,3,Midwest Reliability Organization,MRO
20422,"Whetstone Valley Elec Coop Inc",46000,South Dakota,3,Midwest Reliability Organization,MRO
20434,"City of Westby",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
20447,"Western Farmers Elec Coop, Inc",40000,Oklahoma,7,Southwest Power Pool,SPP
20455,"Western Massachusetts Electric Company",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
20456,"Twin Valleys Public Power Dist",31000,Nebraska,3,Midwest Reliability Organization,MRO
20472,"Wharton County Elec Coop, Inc",48000,Texas,9,Texas Reliability Entity,TRE
20476,"Western Coop Electric Assn Inc",20000,Kansas,7,Southwest Power Pool,SPP
20477,"City of Westerville - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
20481,"City of Westfield - (MA)",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
20509,"Wheat Belt Public Power Dist",31000,Nebraska,3,Midwest Reliability Organization,MRO
20510,"Wheatland Electric Coop, Inc",20000,Kansas,7,Southwest Power Pool,SPP
20521,"Wheeling Power Co",39000,Ohio,5,Reliability First Corporation,RFC
20574,"White River Valley El Coop Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
20576,"White River Electric Assn, Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
20583,"Whitehall Electric Utility",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
20603,"Northeastern Rural E M C",18000,Indiana,5,Reliability First Corporation,RFC
20639,"Wild Rice Electric Coop, Inc",27000,Minnesota,3,Midwest Reliability Organization,MRO
20659,"WGL Energy Services, Inc.",51000,Virginia,5,Reliability First Corporation,RFC
20737,"Willmar Municipal Utilities",27000,Minnesota,3,Midwest Reliability Organization,MRO
20785,"City of Wilson",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
20789,"City of Wilton",19000,Iowa,3,Midwest Reliability Organization,MRO
20793,"City of Winchester - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
20806,"City of Windom",27000,Minnesota,3,Midwest Reliability Organization,MRO
20813,"City of Winfield - (KS)",20000,Kansas,7,Southwest Power Pool,SPP
20823,"Winner Municipal Utility",46000,South Dakota,3,Midwest Reliability Organization,MRO
20824,"Village of Winnetka - (IL)",17000,Illinois,5,Reliability First Corporation,RFC
20835,"City of Winterset - (IA)",19000,Iowa,3,Midwest Reliability Organization,MRO
20837,"City of Winthrop - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
20841,"Wiregrass Electric Coop, Inc",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
20845,"Wolverine Power Marketing Coop",26000,Michigan,5,Reliability First Corporation,RFC
20847,"Wisconsin Electric Power Co",55000,Wisconsin,5,Reliability First Corporation,RFC
20856,"Wisconsin Power & Light Co",55000,Wisconsin,3,Midwest Reliability Organization,MRO
20858,"WPPI Energy",55000,Wisconsin,11,Midcontinent Independent System Operator,MISO
20860,"Wisconsin Public Service Corp",55000,Wisconsin,5,Reliability First Corporation,RFC
20862,"Wisconsin Rapids W W & L Comm",55000,Wisconsin,3,Midwest Reliability Organization,MRO
20863,"Wisconsin River Power Company",55000,Wisconsin,5,Reliability First Corporation,RFC
20885,"Withlacoochee River Elec Coop",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
20910,"Wolverine Pwr Supply Coop, Inc",26000,Michigan,5,Reliability First Corporation,RFC
20913,"Town of Wolfeboro",33000,New Hampshire,4,Northeast Power Coordinating Council,NPCC
20927,"Wood County Electric Coop, Inc",48000,Texas,7,Southwest Power Pool,SPP
20948,"Wise Electric Coop Inc",48000,Texas,9,Texas Reliability Entity,TRE
20951,"Woodbury County Rural E C A",19000,Iowa,7,Southwest Power Pool,SPP
20963,"Woodruff Electric Coop Corp",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
20996,"Wright-Hennepin Coop Elec Assn",27000,Minnesota,3,Midwest Reliability Organization,MRO
20997,"Yellowstone Valley Elec Co-op Inc.",30000,Montana,8,Western Electricity Coordinating Council,WECC
21002,"York Electric Coop Inc",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
21013,"City of Worthington - (MN)",27000,Minnesota,3,Midwest Reliability Organization,MRO
21015,"City of Wrangell - (AK)",2000,Alaska,1,Alaska,AK
21048,"Wyandotte Municipal Serv Comm",26000,Michigan,5,Reliability First Corporation,RFC
21075,"Y-W Electric Assn Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
21079,"Wyrulec Company",56000,Wyoming,8,Western Electricity Coordinating Council,WECC
21081,"Yampa Valley Electric Assn Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
21093,"3 Phases Renewables Inc",6000,California,8,Western Electricity Coordinating Council,WECC
21095,"Public Serv Comm of Yazoo City",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
21101,"Village of Yellow Springs - (OH)",39000,Ohio,5,Reliability First Corporation,RFC
21111,"Perennial Public Power Dist",31000,Nebraska,7,Southwest Power Pool,SPP
21114,"Yazoo Valley Elec Power Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
21140,"Yuba County Water Agency",6000,California,8,Western Electricity Coordinating Council,WECC
21158,"City of Zeeland - (MI)",26000,Michigan,5,Reliability First Corporation,RFC
21244,"Southside Electric Coop, Inc",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
21249,"HQ Energy Services (US), Inc",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
21258,"Constellation Energy Services NY, Inc.",36000,New York,-9999,Missing,Missing
21352,"Municipal Energy Agency of NE",31000,Nebraska,3,Midwest Reliability Organization,MRO
21513,"Fergus Electric Coop, Inc",30000,Montana,8,Western Electricity Coordinating Council,WECC
21526,"City of Laurens - (SC)",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
21538,"Mohave Electric Cooperative, Inc",4000,Arizona,8,Western Electricity Coordinating Council,WECC
21554,"Seminole Electric Cooperative Inc",12000,Florida,12,Florida Reliability Coordinating Council,FRCC
21567,"Washington-St Tammany E C, Inc",22000,Louisiana,6,Southeastern Electric Reliability Council,SERC
21632,"EnergyUnited Elec Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
21704,"MSR Public Power Agency",6000,California,8,Western Electricity Coordinating Council,WECC
21795,"Constellation Energy Services, Inc.",55000,Wisconsin,-9999,Missing,Missing
22053,"Kentucky Power Co",39000,Ohio,5,Reliability First Corporation,RFC
22056,"Smarr EMC",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
22500,"Westar Energy Inc",20000,Kansas,7,Southwest Power Pool,SPP
22646,"United Electric Coop, Inc - (MO)",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
22690,"Roosevelt County Elec Coop Inc",35000,New Mexico,7,Southwest Power Pool,SPP
22814,"Raft River Rural Elec Coop Inc",16000,Idaho,8,Western Electricity Coordinating Council,WECC
22815,"Delta Electric Power Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
22822,"Clark County Rural E M C - (IN)",18000,Indiana,5,Reliability First Corporation,RFC
23326,"Sierra Electric Coop, Inc",35000,New Mexico,8,Western Electricity Coordinating Council,WECC
23586,"Vigilante Electric Coop, Inc",30000,Montana,8,Western Electricity Coordinating Council,WECC
23826,"Bluestem Electric Coop Inc",20000,Kansas,7,Southwest Power Pool,SPP
24211,"Tucson Electric Power Co",4000,Arizona,8,Western Electricity Coordinating Council,WECC
24431,"Utah Municipal Power Agency",49000,Utah,8,Western Electricity Coordinating Council,WECC
24558,"City of Escanaba",26000,Michigan,3,Midwest Reliability Organization,MRO
24590,"Unitil Energy Systems",33000,New Hampshire,4,Northeast Power Coordinating Council,NPCC
24753,"Boone County Rural EMC",18000,Indiana,5,Reliability First Corporation,RFC
24889,"Brunswick Electric Member Corp",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
24949,"Cass County Electric Coop Inc",38000,North Dakota,3,Midwest Reliability Organization,MRO
25060,"Wellton-Mohawk Irr & Drain Dist",4000,Arizona,8,Western Electricity Coordinating Council,WECC
25177,"Dakota Electric Association",27000,Minnesota,3,Midwest Reliability Organization,MRO
25251,"Entergy Power, LLC",5000,Arkansas,6,Southeastern Electric Reliability Council,SERC
25262,"DTE Energy Trading, Inc",26000,Michigan,5,Reliability First Corporation,RFC
25295,"Western Indiana Energy REMC",18000,Indiana,5,Reliability First Corporation,RFC
25866,"Ak-Chin Electric Utility Authority",4000,Arizona,8,Western Electricity Coordinating Council,WECC
26218,"Little Ocmulgee El Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
26253,"Louisiana Energy & Power Authority",22000,Louisiana,7,Southwest Power Pool,SPP
26510,"Granite State Electric Co",33000,New Hampshire,4,Northeast Power Coordinating Council,NPCC
26616,"North Slope Borough Power & Light",2000,Alaska,1,Alaska,AK
26751,"National Grid Generation, LLC",36000,New York,4,Northeast Power Coordinating Council,NPCC
26765,"Pella Cooperative Elec Assn",19000,Iowa,3,Midwest Reliability Organization,MRO
26916,"Ravalli County Elec Coop, Inc",30000,Montana,8,Western Electricity Coordinating Council,WECC
26934,"Red Lake Electric Coop, Inc",27000,Minnesota,3,Midwest Reliability Organization,MRO
26939,"Red River Valley Coop Pwr Assn",27000,Minnesota,3,Midwest Reliability Organization,MRO
27000,"WAPA-- Western Area Power Administration",8000,Colorado,8,Western Electricity Coordinating Council,WECC
27058,"High West Energy, Inc",56000,Wyoming,8,Western Electricity Coordinating Council,WECC
27222,"City of Ripley - (TN)",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
27238,"Southwest Electric Coop, Inc",29000,Missouri,6,Southeastern Electric Reliability Council,SERC
27316,"Town of Stowe- (VT)",50000,Vermont,4,Northeast Power Coordinating Council,NPCC
27369,"Taylor Electric Coop Inc - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
27422,"Todd-Wadena Electric Coop",27000,Minnesota,3,Midwest Reliability Organization,MRO
27599,"Carroll-White REMC",18000,Indiana,5,Reliability First Corporation,RFC
27703,"U S Army Corps of Engineers",26000,Michigan,5,Reliability First Corporation,RFC
28541,"Clatskanie Peoples Util Dist",41000,Oregon,8,Western Electricity Coordinating Council,WECC
28604,"Kerrville Public Utility Board",48000,Texas,9,Texas Reliability Entity,TRE
28802,"Talen Energy Marketing, LLC",42000,Pennsylvania,5,Reliability First Corporation,RFC
28978,"City of San Marcos - (TX)",48000,Texas,9,Texas Reliability Entity,TRE
29304,"Southeastern Power Admin",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
30151,"Tri-State G & T Assn, Inc",8000,Colorado,8,Western Electricity Coordinating Council,WECC
30517,"Pioneer Electric Coop, Inc - (AL)",1000,Alabama,7,Southwest Power Pool,SPP
30518,"Electrical Dist No3 Pinal County",4000,Arizona,8,Western Electricity Coordinating Council,WECC
31833,"Okefenoke Rural El Member Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
36189,"Mid-Ohio Energy Coop, Inc",39000,Ohio,5,Reliability First Corporation,RFC
38084,"Great Lakes Energy Coop",26000,Michigan,3,Midwest Reliability Organization,MRO
39347,"East Texas Electric Coop, Inc",48000,Texas,6,Southeastern Electric Reliability Council,SERC
40036,"Westfield Electric Co",55000,Wisconsin,5,Reliability First Corporation,RFC
40051,"Texas-New Mexico Power Co",48000,Texas,9,Texas Reliability Entity,TRE
40127,"Clarke-Washington E M C",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
40165,"Dixie Escalante R E A, Inc",49000,Utah,8,Western Electricity Coordinating Council,WECC
40166,"Chickasaw Electric Coop, Inc",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
40167,"Somerset Rural Elec Coop, Inc",42000,Pennsylvania,5,Reliability First Corporation,RFC
40208,"Ark Valley Elec Coop Assn, Inc",20000,Kansas,7,Southwest Power Pool,SPP
40211,"Wabash Valley Power Assn, Inc",18000,Indiana,5,Reliability First Corporation,RFC
40212,"Colquitt Electric Membership Corp",13000,Georgia,6,Southeastern Electric Reliability Council,SERC
40215,"Cordova Electric Coop, Inc",2000,Alaska,1,Alaska,AK
40218,"Central Electric Pwr Coop, Inc - (SC)",45000,South Carolina,6,Southeastern Electric Reliability Council,SERC
40219,"United Electric Coop, Inc - (PA)",42000,Pennsylvania,5,Reliability First Corporation,RFC
40220,"Adams Electric Cooperative Inc",42000,Pennsylvania,5,Reliability First Corporation,RFC
40221,"Bedford Rural Elec Coop, Inc",42000,Pennsylvania,5,Reliability First Corporation,RFC
40222,"Valley Rural Electric Coop Inc",42000,Pennsylvania,5,Reliability First Corporation,RFC
40224,"Central Electric Coop, Inc - (PA)",42000,Pennsylvania,5,Reliability First Corporation,RFC
40228,"Rappahannock Electric Coop",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
40229,"Old Dominion Electric Coop",51000,Virginia,6,Southeastern Electric Reliability Council,SERC
40233,"Sam Rayburn G&T Elec Coop Inc",48000,Texas,6,Southeastern Electric Reliability Council,SERC
40236,"Forked Deer Electric Coop, Inc",47000,Tennessee,6,Southeastern Electric Reliability Council,SERC
40289,"Claverack Rural Elec Coop Inc",42000,Pennsylvania,5,Reliability First Corporation,RFC
40290,"Tri-County Rural Elec Coop Inc",42000,Pennsylvania,5,Reliability First Corporation,RFC
40292,"REA Energy Coop Inc",42000,Pennsylvania,5,Reliability First Corporation,RFC
40293,"Northwestern Rural E C A, Inc - (PA)",42000,Pennsylvania,5,Reliability First Corporation,RFC
40299,"Sussex Rural Electric Coop Inc",34000,New Jersey,5,Reliability First Corporation,RFC
40300,"Nebraska Electric G&T Coop Inc",31000,Nebraska,3,Midwest Reliability Organization,MRO
40301,"Central Montana E Pwr Coop Inc",30000,Montana,8,Western Electricity Coordinating Council,WECC
40302,"North East Mississippi EPA",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
40303,"Monroe County Elec Power Assn",28000,Mississippi,6,Southeastern Electric Reliability Council,SERC
40304,"Minnesota Valley Coop L&P Assn",27000,Minnesota,3,Midwest Reliability Organization,MRO
40305,"Hickman-Fulton Counties RECC",21000,Kentucky,6,Southeastern Electric Reliability Council,SERC
40307,"Prairie Power, Inc",17000,Illinois,6,Southeastern Electric Reliability Council,SERC
40364,"City of Courtland",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
40437,"Emerald People's Utility Dist",41000,Oregon,8,Western Electricity Coordinating Council,WECC
40438,"Columbia River Peoples Ut Dist",41000,Oregon,8,Western Electricity Coordinating Council,WECC
40441,"Town of Murphy - (NC)",37000,North Carolina,6,Southeastern Electric Reliability Council,SERC
40456,"PUD No 1 of Whatcom County",53000,Washington,8,Western Electricity Coordinating Council,WECC
40575,"Utah Associated Mun Power Sys",49000,Utah,8,Western Electricity Coordinating Council,WECC
40576,"Intermountain Power Agency",6000,California,8,Western Electricity Coordinating Council,WECC
40577,"American Mun Power-Ohio, Inc",39000,Ohio,5,Reliability First Corporation,RFC
40580,"Southern Minnesota Mun P Agny",27000,Minnesota,3,Midwest Reliability Organization,MRO
40581,"Northern Municipal Power Agency",27000,Minnesota,3,Midwest Reliability Organization,MRO
40582,"Michigan Public Power Agency",26000,Michigan,11,Midcontinent Independent System Operator,RF
40603,"Wyoming Municipal Power Agency",56000,Wyoming,8,Western Electricity Coordinating Council,WECC
40606,"City of Grand Island - (NE)",31000,Nebraska,3,Midwest Reliability Organization,MRO
40613,"Northern California Power Agny",6000,California,8,Western Electricity Coordinating Council,WECC
40614,"Alabama Municipal Elec Authority",1000,Alabama,6,Southeastern Electric Reliability Council,SERC
42889,"Alaska Energy Authority",2000,Alaska,1,Alaska,AK
44372,"Oncor Electric Delivery Company LLC",48000,Texas,9,Texas Reliability Entity,TRE
44388,"New England Elec Transm'n Corp",33000,New Hampshire,4,Northeast Power Coordinating Council,NPCC
49730,"American PowerNet",42000,Pennsylvania,-9999,Missing,Missing
49746,"The Energy Coop",42000,Pennsylvania,5,Reliability First Corporation,RFC
49803,"Alaska Electric & Energy Coop",2000,Alaska,1,Alaska,AK
49818,"Alliance Power Co LLC",48000,Texas,9,Texas Reliability Entity,TRE
49824,"Calpine Power Management LLC",48000,Texas,9,Texas Reliability Entity,TRE
49826,"Mohegan Tribal Utility Authority",9000,Connecticut,4,Northeast Power Coordinating Council,NPCC
49848,"Massachusetts Bay Trans Authority",25000,Massachusetts,4,Northeast Power Coordinating Council,NPCC
49853,"Amigo Energy",48000,Texas,9,Texas Reliability Entity,TRE
49891,"NextEra Energy Power Marketing LLC",12000,Florida,-9999,Missing,Missing
49922,"U.S. Energy Partners LLC",36000,New York,-9999,Missing,Missing
49952,"Penstar Power",48000,Texas,9,Texas Reliability Entity,TRE
49956,"Merrill Lynch Commodities",48000,Texas,-9999,Missing,Missing
49986,"Southwest Iowa Rural Elec Coop",19000,Iowa,5,Reliability First Corporation,RFC
49987,"Harvard Dedicated Energy Limited",25000,Massachusetts,-9999,Missing,Missing
